"titulo","precio","precioLista","imagenProducto"
"Funda de piel Amazon para Kindle Paperwhite, color amarillo miel (sólo sirve para Kindle Paperwhite 5ª, 6ª, y 7ª generaciones)","699.00","$70.94","https://m.media-amazon.com/images/I/91TyJ2-NxXL._AC_UL320_.jpg"
"La Divina Comedia : el infierno, el purgatorio y el paraíso","9.00","$29.00","https://m.media-amazon.com/images/I/41dELQkZ4uL._AC_UL320_.jpg"
"Deja de compararte con los demás: Cómo dejar de sentirte menos y empezar a valorarte de verdad","N/A","N/A","No disponible"
"vantisan Funda para Kindle Paperwhite Gen 2021, Kindle Case para 11th, Estuche para 6.8'' con la función Auto Sleep Wake, Funda con Soporte Plegable con Cielo Estrellado","213.57","$439.00","https://m.media-amazon.com/images/I/81OhFmb7HIL._AC_UL320_.jpg"
"Cubierta de tela para la Kindle Paperwhite (11va generación, 2021)","649.99","$65.97","https://m.media-amazon.com/images/I/619mrZUQXWL._AC_UL320_.jpg"
"Edgar Allan Poe: Novelas Completas","N/A","N/A","No disponible"
"HGGWZWIF Funda para Kindle Paperwhite 12ª Generación 2024 (7 Pulgadas) & Kindle Colorsoft Signature Edition (7 Pulgadas) con Reposo/Activación Automática (Morado)","323.10","$359.00","https://m.media-amazon.com/images/I/81O6ymPyj1L._AC_UL320_.jpg"
"Amazon Basics - Soporte portátil multiángulo para iPad Tablet, lector electrónico y teléfono, color negro","180.00","$18.27","https://m.media-amazon.com/images/I/61mxv1hiMUL._AC_UL320_.jpg"
"Animal Farm (English Edition)","N/A","N/A","No disponible"
"Franz Kafka: Obras completas","N/A","N/A","No disponible"
"Guía de Organización y Limpieza para TDAH: Pasos Simples para Organizar tu Espacio, Aumentar la Productividad y Vencer la Procrastinación","N/A","N/A","No disponible"
"Rebelion en la granja","N/A","N/A","No disponible"
"MXNUP Funda Kindle Paperwhite 11 Generacion - 2021, 6.8 Pulgadas Kindle Case con la Función Auto Sleep Wake, Funda con Soporte Plegable (Cielo Estrellado)","299.00","$439.00","https://m.media-amazon.com/images/I/81dKpQytgTL._AC_UL320_.jpg"
"Fintie Funda para Kindle Paperwhite de 7 Pulgadas (12ª generación, 2024) y Kindle Colorsoft Signature Edition - Funda Protectora Delgada y Ligera de Piel sintética con Reposo/activación automática","229.00","$399.00","https://m.media-amazon.com/images/I/81FvVuB++jL._AC_UL320_.jpg"
"La gramática del miedo y la retórica de la valentía: novel hubs 4u: La gramática del miedo y la retórica de la valentía: novelas imperdibles","N/A","N/A","No disponible"
"COME 2 Piezas Funda Compatible para Kindle Paperwhite, Compatible con Kindle Paperwhite 2021-11th Generation, 6.8"" (Transparente), Ligero, Resistente a los Arañazos, Paperwhite Cubierta Protectora","350.55","$35.58","https://m.media-amazon.com/images/I/61HiDVH8QfL._AC_UL320_.jpg"
"Tablet 2 en 1 de 6 GB DDR4+64 GB, 10”, Android 13, funda para teclado/mouse/lápiz óptico, protector de pantalla, 5G/Wi-Fi 6, pantalla táctil HD, cámara doble 8 MP, pestaña de juegos, Bluetooth","1,540.02","$1,651.59","https://m.media-amazon.com/images/I/71L20oVowHL._AC_UL320_.jpg"
"Bigme inkNote Color + Eink E-Reader Tablet de visualización Kaleido 3 150 PPI de 10.3 Pulgadas para Lectura de Libros electrónicos y Tomar Notas","N/A","N/A","No disponible"
"Platón: Obras Completas | Filosofía Clásica, Diálogos y Sabiduría Atemporal del Gran Pensador Griego","N/A","N/A","No disponible"
"TAZENI - Soporte de almohada para tablet Kindle con 2 bandejas para teléfono o tablet, soporte para Kindle y iPad de 4 a 13 pulgadas, para cama con tela suave Plus, accesorios de lectura, regalo para","1,198.89","$121.68","https://m.media-amazon.com/images/I/7189xQmLXhL._AC_UL320_.jpg"
"Baltasar del Alcázar: Obras completas","N/A","N/A","No disponible"
"Poemas Sin Alma","N/A","N/A","No disponible"
"Todos los Cuentos de los Hermanos Grimm: Colección Completa de Fábulas, Magia y Aventuras para Todas las Edades","N/A","N/A","No disponible"
"Cubierta de corcho para la Kindle Paperwhite (11va generación, 2021)","899.99","$91.34","https://m.media-amazon.com/images/I/51-MEU81nyL._AC_UL320_.jpg"
"Suelta para sanar: El arte de dejar ir sin romperte","N/A","N/A","No disponible"
"Comer Bien, Vivir Mejor","N/A","N/A","No disponible"
"Fintie Funda para Kindle Paperwhite de 6,8"" (11.ª generación - 2021) y Kindle Paperwhite Signature Edition, Funda de sintética Ligera de Primera Calidad con función de Reposo/activación automática","269.00","$299.00","https://m.media-amazon.com/images/I/819Y9HPj0OL._AC_UL320_.jpg"
"HoYiXi - Funda universal para Kindle Paperwhite/Colorsoft de 6 pulgadas, 6 pulgadas, 7 pulgadas, 7 pulgadas, compatible con Kindle/Kobo/Tolino/Sony, EReader de 6 pulgadas con funda protectora","N/A","N/A","No disponible"
"USTIYA Funda para Kindle 11ª generacion 2022/2024 RS23CV C2V2L3 Case 6 Pulgadas Cover Cuero Protectora Piel PC+PU Función de Despertador (Rosa)","299.90","$30.43","https://m.media-amazon.com/images/I/81vLbFFg0bL._AC_UL320_.jpg"
"KleverCase - Funda Universal para lectores de Libros electrónicos Compatible con e-Readers Inc. Kobo, Nook, Kindle Paperwhite (Inc 12th Gen & Signature Edition), Kindle, storytel y Mucho más","N/A","N/A","No disponible"
"HoYiXi - Funda universal para Kindle Paperwhite/Colorsoft 2024 de 7 pulgadas, compatible con Paperwhite Kobo Clara HD/Kobo Clara 2E eReader de 6.8 pulgadas, funda protectora con soporte plegable y","N/A","N/A","No disponible"
"Sycelu K2 RF Télécommande Tourneur de Page pour Kindle Paperwhite Accessoires Lecture Kobo Surface Comics/Romans iPhone Tablettes Android Prise de Photos Caméra Enregistrement (Rosa)","514.14","$52.18","https://m.media-amazon.com/images/I/61J6W67QabL._AC_UL320_.jpg"
"CoBak - Paquete de 3 protectores de visualización mate antirreflejos para Kindle Paperwhite de 7 pulgadas de 12ª generación 2024 y Colorsoft Signature Edition, para Kobo Aura 2, alta claridad","N/A","N/A","No disponible"
"El factor psicológico","N/A","N/A","No disponible"
"4 PCS Vidrio Templado protectores de Pantalla para Kindle paperwhite de 7 pulgadas de 12ª generación 2024 y Colorsoft Signature Edition,Kobo Aura 2,visualización HD, prueba de aceite y arañazos","339.00","$34.40","https://m.media-amazon.com/images/I/71WhvyfY7yL._AC_UL320_.jpg"
"Vinabilia - Funda de transporte de 6 a 7 pulgadas para Kindle Colorsoft Signature Edition y Kindle Paperwhite, funda protectora para Kindle Oasis/E-Reader de 6 pulgadas, ramo de flores","N/A","N/A","No disponible"
"TOPOST Funda Compatible con Kindle 6 Pulgadas 11ª Generacion 2024/2022 All-New con Función Auto Sleep Wake (Negro)","229.00","$23.24","https://m.media-amazon.com/images/I/81G5jTFePDL._AC_UL320_.jpg"
"Kind-le - Almohada de pie con soporte para teléfono celular, soporte de almohada ajustable para tablet con tazón de aperitivos, soporte estable y para teléfono para colocar tu teléfono,","387.19","$39.29","https://m.media-amazon.com/images/I/61YFdXfxeQL._AC_UL320_.jpg"
"Anillo de Desplazamiento Actualizado, Cambio de Página para la Aplicación Kindle, Cámara BT, Grabación de Vídeo Remota, Anillo de Desplazamiento de Carga (Talla 20)","385.00","$128.33","https://m.media-amazon.com/images/I/61Bcu9lmVAL._AC_UL320_.jpg"
"ZJchao Lector de Libros de Pantalla Táctil de 5 Pulgadas 5.1 2+16GB Multifuncional LCD Display E-Reader para PDF EPUB3 MOBI","1,275.00","$129.41","https://m.media-amazon.com/images/I/71JqAp2R+DL._AC_UL320_.jpg"
"Genérico TikTok—Mando a Distancia para iPhone y Smartphones Android, Bluetooth para Aplicación Kindle, Foto y Video, Clicker con Correa de Muñeca Ajustable (Negro-TT)","359.00","$36.43","https://m.media-amazon.com/images/I/41Pkx887D9L._AC_UL320_.jpg"
"EMR Stylus para Bolígrafo Remarkable 2 con Borrador, Bolígrafos Digitales con Nivel de Presión 4096, Rechazo de Palma, para Wacom/Kindle Scribe/Galaxy Tab S6 Lite/ S7 FE/S9 Plus","471.00","$47.80","https://m.media-amazon.com/images/I/7192lqVpYuL._AC_UL320_.jpg"
"Kepuch 2 Paquetes Vidrio Templado Protector de Pantalla para Kindle Paperwhite Signature Edition 12th 2024 / Kindle Paperwhite 12th / Kindle Colorsoft Signature Edition 1st 2024 7.0""","249.96","$25.37","https://m.media-amazon.com/images/I/51d23QDYawL._AC_UL320_.jpg"
"Paquete de 2 cómodas correas de mano para Kindle y tabletas, accesorios Kindle para leer en la cama, soporte de agarre seguro y ligero para Kindle Paperwhite/Kobo/Oasis/E-Book/Teléfono de 4.7-8","416.64","$42.28","https://m.media-amazon.com/images/I/61-2xhf7p9L._AC_UL320_.jpg"
"DINGGUAGUA - Funda translúcida para Kindle Paperwhite de 7 pulgadas, 12ª generación 2024 y Kindle Colorsoft Signature Edition (versión 2024), cubierta trasera de TPU suave, ligera, transparente","N/A","N/A","No disponible"
"TFY Correa de Seguridad con Soporte Sostenedor Correa de Cuero para Kindle Voyage, 6"" / Kindle Paperwhite, 6"" / Kindle Fire, 6"" - Funciona con o sin Funda","340.00","$34.51","https://m.media-amazon.com/images/I/71W69wZQG9L._AC_UL320_.jpg"
"Funda para Kindle de 6 pulgadas (versión 11ª generación-2024), ultra transparente, suave, flexible, transparente, transparente, cubierta trasera de TPU con reposo/activación automática para Kindle","249.00","$25.27","https://m.media-amazon.com/images/I/61ylMV279ML._AC_UL320_.jpg"
"Debtrop - Soporte de almohada Kindle con tazón para leer en la cama, compatible con dispositivos de 4.7 a 11 pulgadas, incluyendo Kindle, Tablet, iPads, varios modelos Android y más","1,288.00","$130.73","https://m.media-amazon.com/images/I/81uIxP8obIL._AC_UL320_.jpg"
"G.F.L Funda Kindle (11.ª generación - 2021) para Kindle Paperwhite 2021, 6,8"" (Transparente), Paquete de 2，Funda rígida Ultrafina para Kindle con amortiguación de TPU Antideslizante","299.00","$30.34","https://m.media-amazon.com/images/I/61A1SydYMDL._AC_UL320_.jpg"
"VRVKEGFFK Protector de Pantalla for Kindle Paperwhite, película Protectora Transparente de 12. ª generación, 2024, 7 Pulgadas, 2 uds.","395.83","$40.17","https://m.media-amazon.com/images/I/61Jyzprpf9L._AC_UL320_.jpg"
"Bloque de carga USB 10 W Adaptador de corriente para tabletas Fire, Kindle Paperwhite/Colorsoft/Scribe/E-Readers/Oasis (cargador USB negro)","456.70","$46.35","https://m.media-amazon.com/images/I/51Hf5GAVgZL._AC_UL320_.jpg"
"TOPOST Funda Compatible con Kindle Paperwhite 7 Pulgadas 12ª Generacion 2024 y Colorsoft Signature Edition All-New con Función Auto Sleep Wake (Negro)","279.00","$28.31","https://m.media-amazon.com/images/I/81xZSJ+R19L._AC_UL320_.jpg"
"Goshyda Control Remoto Page Turner para Kindle, Cámara con Forma de Gato, Grabación de Vídeo, Disparadores Remotos, Page Turner Clicker para Dispositivos Android y iOS","329.00","$33.39","https://m.media-amazon.com/images/I/71FMNNDyOEL._AC_UL320_.jpg"
"YVISKPQF 2 Pcs Funda Transparente 7"" para Kindle Paperwhite 12ª Generación 2024 y Colorsoft Signature Edition,Funda de Silicona con 50 Pegatinas Decorativas (Transparente Carcasa)","368.00","$37.35","https://m.media-amazon.com/images/I/611nqIz48pL._AC_UL320_.jpg"
"The Stitch That Unraveled Everything (English Edition)","N/A","N/A","No disponible"
"DOXLIO Funda para Kindle Paperwhite 7 Pulgadas (12ª Generación 2024), Auto Sleep Wake. Compatible con Kindle Colorsoft Signature Edition (Rosa)","195.00","$19.79","https://m.media-amazon.com/images/I/81j2u8ubprL._AC_UL320_.jpg"
"Basesailor Cable Cargador Múltiple Rápido 60W,4 en 1 USB a USB C 1M,con USB A/Lightning/Type C para Kindle Fire Max 11 11th 2023,Paperwhite 11th 2021 12th 2022 2024,Samsung A03,Tab S6 S7,Carplay","179.10","$18.17","https://m.media-amazon.com/images/I/61Eqk+2wHGL._AC_UL320_.jpg"
"HoYiXi - Funda universal compatible con Kindle Paperwhite/6 pulgadas totalmente nuevo Kindle 2022 y 2019/Kobo Clara HD/Kobo Clara 2E de cuero para PocketBook/Tolino/Sony E-Book de 6 a 6.8 pulgadas,","448.65","$45.53","https://m.media-amazon.com/images/I/61-U+suH3rL._AC_UL320_.jpg"
"CoBak - Funda transparente para Kindle 11ª generación 2022 de 6 pulgadas","656.29","$66.61","https://m.media-amazon.com/images/I/71Q4vTd1Z6L._AC_UL320_.jpg"
"KDD Soporte de Almohada para Tableta con Almacenamiento - Plegable Base Kindle iPad para Cama, Portamaletas y Escritorio - Stand Blando de Ángulo Ajustable con Portabolígrafos","459.99","$46.68","https://m.media-amazon.com/images/I/712Bym1hniL._AC_UL320_.jpg"
"Funda para Kindle Paperwhite (12.ª generación, 2024) y Kindle Paperwhite Signature Edition. Cuenta con la función de Auto Sleep/Wake y es Compatible con Todos los eReaders de 7"". (Patrón morado)","599.00","$60.79","https://m.media-amazon.com/images/I/71cOk8gbkNL._AC_UL320_.jpg"
"TFY Funda Bolso Protector con Cierre de Cremallera, más Correa de Mano Soporte para Lectores de 6 Pulgadas,Gris","545.00","$55.31","https://m.media-amazon.com/images/I/81zFp11ZTaL._AC_UL320_.jpg"
"Correa de mano para Kindle Strapsicle | Paquete de 2 correas de mano para Kindle Paperwhite de 11.ª generación y Signature Paperwhite | Funda para lector electrónico compatible con Kindle Paperwhite 2022","N/A","N/A","No disponible"
"ZIZEV Protector de Lector Electrónico, Exquisito Acabado en Cuero de Microfibra, Delicadamente Elaborado, Suave y Generoso, Estuche para Lector Electrónico Kindle Paperwhite (Recuerdo","424.81","$43.11","https://m.media-amazon.com/images/I/71C1nU59FJL._AC_UL320_.jpg"
"Funda de soporte para Kindle Paperwhite de 7 pulgadas de 12ª generación 2024 con correa de mano, compatible con iPhone MagSafe, para almohadillas para orejas de carga inalámbricas Samsung/Belkin/Anker","499.00","$50.64","https://m.media-amazon.com/images/I/71fcm4WfgBL._AC_UL320_.jpg"
"Volteador de página con control remoto para Kindle Paperwhite Oasis Kobo eReaders, Kindle Clicker Page espátula Accesorios para iPhone, iPad, tabletas Android, novelas de lectura, grabación de video y","456.11","$46.29","https://m.media-amazon.com/images/I/71AyufEY3rL._AC_UL320_.jpg"
"SMAYS - Amazon Kindle Paperwhite USB Cable - Micro USB","N/A","N/A","No disponible"
"Funda de tela bordada para Kindle Paperwhite, Kindle Basic, Kobo Clara 2E, Boox Palma, Nook Glowlight – Funda protectora de tela para tabletas y lectores electrónicos hecha a mano, color blanco y","607.69","$61.68","https://m.media-amazon.com/images/I/71DfyqtGmvL._AC_UL320_.jpg"
"CoBak - Funda con soporte para Kindle Paperwhite de 7 pulgadas de 12ª generación 2024 y Kindle Colorsoft con correa de mano, compatible con iPhone MagSafe, para almohadillas para orejas de carga","N/A","N/A","No disponible"
"LEFUS Funda para Kindle Paperwhite 7 Pulgadas, 12ª Funda Kindle Paperwhite 2024 con la Función Auto Sleep Wake. (Invitación)","149.00","$15.12","https://m.media-amazon.com/images/I/71pvavU6LYL._AC_UL320_.jpg"
"Sakenitly Funda para Kindle 11.ª Generación 2024/2022, 6 Pulgadas, Modelo n.º RS23CV/C2V2L3, Funda Protectora Plegable con Ranura para Tarjetas","299.00","$527.83","https://m.media-amazon.com/images/I/81ntQSCg-wL._AC_UL320_.jpg"
"150 pegatinas de libros románticos para Kindle, paquete de pegatinas holográficas para libros de lectura Booktok, calcomanías de vinilo con purpurina para laptop, lectores de libros electrónicos,","319.00","$32.37","https://m.media-amazon.com/images/I/91cG3kOE7DL._AC_UL320_.jpg"
"HGGWZWIF Funda para Kindle Paperwhite 11 Generacion (Versión 2021, 6,8 Pulgadas) con Correa de Mano, Case con Reposo/Activación Automática para Model No.M2L3EK y M2L4EK e-Book Reader (Negro)","299.00","$30.34","https://m.media-amazon.com/images/I/81Pl4TYu4tL._AC_UL320_.jpg"
"Vaitasy Funda para Kindle Paperwhite 5 versión 2021 11ª generación de 6.8 Pulgadas de Piel sintética, diseño de follaje en Relieve, Carcasa Soporte rotación de 360 Grados - Rosa","399.00","$40.49","https://m.media-amazon.com/images/I/81KQbEcwXEL._AC_UL320_.jpg"
"Funda estilo libro antiguo para Kindle, Sony, Pocketbook, Kobo 6"" Ebook Reader","778.52","$79.01","https://m.media-amazon.com/images/I/61of8alkXCL._AC_UL320_.jpg"
"Funda para Kindle Paperwhite 7 Pulgadas, Carcasa de TPU Suave, Protección de Pantalla, Función Automática de Activación/Suspensión, Gris","349.99","$35.52","https://m.media-amazon.com/images/I/71eM59lOtkL._AC_UL320_.jpg"
"Kepuch Custer Funda para Kindle 2014 7th,Slim Smart Cover Fundas Carcasa Case Protectora de PU-Cuero para Kindle 2014 7th - Negro","N/A","N/A","No disponible"
"Trunkhouse: Volteador de páginas para Kindle, 2 clips, control remoto con cámara y video remoto, compatible con Kindle Paperwhite, Oasis, iPhone, iPad, negro","N/A","N/A","No disponible"
"yeacher Funda para Kindle Paperwhite de 7.ª, 6.ª y 5.ª generación (2012-2015) | Funda Protectora de TPU Suave con Bisel Elevado | Varios Colores | Envío rápido","N/A","N/A","No disponible"
"Pasador de Página con Control Remoto para for Kindle, Clicker de Volteador de Página Bluetooth para iOS/Android/tabletas Lectura de Novelas, Me Gusta Rápido, Cambio de Página de","367.00","$37.25","https://m.media-amazon.com/images/I/51kDzdzY-iL._AC_UL320_.jpg"
"SupeDesk - Soporte de almohada para tablet, ajustable para regazo con tazón desmontable, se adapta a Kindle/teléfonos/tabletas de 4.7 a 13 pulgadas, ver videos, medios de transmisión, color rosa","N/A","N/A","No disponible"
"TGYM - Soporte de almohada para Kindle, soporte para Kindle, soporte para Kindle y Kindle para leer en la cama. (Rosa)","N/A","N/A","No disponible"
"LSGAE - Almohada de soporte para tablet, para sofá, cama y computadora, compatible con teléfono o tablet de 4 a 13 pulgadas, iPad, Kindle","N/A","N/A","No disponible"
"ORICO - Estación de carga de 120 W para múltiples dispositivos, organizador de carga USB de 10 puertos con cables, estación de carga multi USB compatible con iPad, tablet, Kindle, Airpods y teléfono","N/A","N/A","No disponible"
"Zlinib - Soporte de almohada para Kindle, tazón mullido con soporte para Kindle, soporte de almohada para teléfono celular, soporte de cojín, altura ajustable, cojín de felpa (rosa)","N/A","N/A","No disponible"
"WunM Studio CE Funda para lector de libros electrónicos, funda para Kindle Oasis Slimshell ligera funda protectora para Amazon Kindle Oasis de 7 pulgadas 2017 2019 9Th 10Th Gen, negro, para Kindle Oasis 2 3","N/A","N/A","No disponible"
"PJUMVBC Funda Kindle Paperwhite para 12a Generación 2024 y Kindle Colorsoft Signature Edition, Kindle Case, con Función de Suspensión/Activación Automática, Correa de Mano y Soporte Plegable (Negro)","N/A","N/A","No disponible"
"MoKo Stand Case for Kindle Scribe (2024/2022 Released) - Premium Leather Trifold Stand Cover with Pen Holder, Auto Sleep/Wake for 10.2"" Amazon Kindle Scribe 2024/2022, Agave Green","N/A","N/A","No disponible"
"USTIYA Funda para Kindle 11 generacion 2022/2024 6 Pulgadas RS23CV C2V2L3 Case Silicona Carcasa Protectora Bumper TPU Translúcido Cover","N/A","N/A","No disponible"
"enoxboo Funda para Kindle de 11.ª Generación (Versión 2024/2022), Funda Inteligente de Piel Sintética, Funda de 6 Pulgadas para Kindle 11.º Lanzamiento en 2024","N/A","N/A","No disponible"
"Kepuch 2 Paquetes Vidrio Templado Protector de Pantalla para Kindle Oasis 2019 10th/2017 9th","139.96","$249.96","https://m.media-amazon.com/images/I/61ng8JgwTqL._AC_UL320_.jpg"
"Vive Lo Que Realmente Importa","104.07","$175.00","https://m.media-amazon.com/images/I/81BYFTxqZwL._AC_UL320_.jpg"
"Kepuch Custer Funda para Kindle Paperwhite 12th 2024, Paperwhite Signature Edition 12th, Colorsoft Signature Edition 1st,Slim Smart Cover Fundas Carcasa Case Protectora de PU-Cuero - Rojo","249.96","$25.37","https://m.media-amazon.com/images/I/61y9p2Q5K0L._AC_UL320_.jpg"
"Kepuch 2 Paquetes Vidrio Templado Protector de Pantalla para Kindle 12th 2024 / Kindle 11th 6.0""","169.96","$17.25","https://m.media-amazon.com/images/I/51oosfDJtPL._AC_UL320_.jpg"
"Funda para Kindle Paperwhite/Kindle Paperwhite Signature Edition (12ª Generación, Liberación 2024)/Kindle Colorsoft Signature Edition, Cubierta de 7 Pulgadas con Correa para Manos","298.00","$573.73","https://m.media-amazon.com/images/I/71fZeV3bKFL._AC_UL320_.jpg"
"Kailaien - Funda para tablet de 7 a 9 pulgadas, bolsa para iPad Mini 6/5/4/3/2, Samsung Galaxy Tab A7 Lite 8.7 pulgadas, Tab A 8 pulgadas, Kindle 2022/10/9/8/7/6, eReader, con correa de hombro","640.08","$64.96","https://m.media-amazon.com/images/I/61oEFtwJBCL._AC_UL320_.jpg"
"CoBak - Funda magnética para Kindle Paperwhite de 7 pulgadas, 12ª generación 2024 y Kindle Colorsoft, compatible con iPhone MagSafe, para almohadillas para orejas de carga inalámbricas","N/A","N/A","No disponible"
"enoxboo Funda para Kindle Paperwhite (7.ª/6.ª/5.ª Generación - Lanzamiento en 2015/2013/2012 - Modelo: DP75SDI o EY21), 1 Cubierta Trasera de TPU Transparente Ultra Suave y Flexible y 1 Funda","319.00","$32.37","https://m.media-amazon.com/images/I/81rXQP9XMfL._AC_UL320_.jpg"
"Youngme - Paquete de 5 protectores de visualización antirreflejos (mate) para Kindle Paperwhite de 6.8 pulgadas de lanzamiento de 11ª generación 2021, película protectora de PET de cobertura completa,","249.00","$25.27","https://m.media-amazon.com/images/I/51X9ffAmiOL._AC_UL320_.jpg"
"HGGWZWIF Funda para Kindle Paperwhite 11 Generacion (Versión 2021, 6,8 Pulgadas, Model No.M2L3EK y M2L4EK) con Reposo/Activación Automática, Ligera PC+PU Funda con Soporte de Plegable(Negro)","239.00","$24.25","https://m.media-amazon.com/images/I/813TNKYJHwL._AC_UL320_.jpg"
"Flyorigin Funda para Kindle, Kindle Oasis, Paperwhite, Kobo eReader Libra, Clara / Estuche universal a prueba de golpes para Kindle","349.00","$35.42","https://m.media-amazon.com/images/I/71M3i-RS7XL._AC_UL320_.jpg"
"COCFOOKIW Funda para Kindle Paperwhite 10ª Generación 6"" (Versiones 2018,Modelo PQ94WIF), PU Estuche Carcasa con Correa De Mano Función(Impresión de Caballo Loco)","269.00","$27.30","https://m.media-amazon.com/images/I/61O1zQ1COEL._AC_UL320_.jpg"
"Funda transparente con funda y correa de mano para Kindle Paperwhite de 12ª generación 2024/Signature Edition funciona con volteador de páginas, funda plegable para Colorsoft Signature Edition de 1ª","N/A","N/A","No disponible"
"Funda para 7"" Kindle Paperwhite 12ª Generación y Edición Firmada (Lanzado en 2024) y 7"" Kindle Colorsoft Edición Firmada,Patrones Pintados, Estuche con Automático Sueño/Vigilia y correa de mano (14)","299.00","$320.00","https://m.media-amazon.com/images/I/81tjf3zGe1L._AC_UL320_.jpg"
"E NET-CASE - Funda para Kindle Paperwhite de 12ª generación 2024 (7 pulgadas) y Kindle Colorsoft Signature Edition, carcasa trasera transparente, cubierta de piel sintética duradera con encendido","519.33","$52.71","https://m.media-amazon.com/images/I/71AlQ4rY+NL._AC_UL320_.jpg"
"MoKo - Funda acolchada bordada con margaritas de 6 a 7 pulgadas para Kindle 11/10/8ª generación, Kindle Paperwhite 11th/10th Gen, 7 pulgadas Kindle Colorsoft Signature Edition 2024, funda Kindle para","N/A","N/A","No disponible"
"CCOO Nuevo Funda para Kindle Paperwhite de 6.8 Pulgadas (11ª Generación 2021) - Estuche Protectora Premium con Ranura para Tarjeta y Correa de Mano, Soporte Plegable, Cierre Magnético","468.96","$47.59","https://m.media-amazon.com/images/I/71pM0zCzwWL._AC_UL320_.jpg"
"USTIYA Funda para Kindle Paperwhite 11 generacion 6.8 Pulgadas 2021 (No para 12 generacion 7 Pulgadas 2024) Cover Cuero Protectora Piel PC+PU Función de Despertador (Don't Touch ME)","269.00","$27.30","https://m.media-amazon.com/images/I/61yPrnEvfDL._AC_UL320_.jpg"
"Volteador de página con control remoto para Kindle Paperwhite Oasis Kobo eReaders, clicker para iPad Tablets, leer novelas con visualización LCD de alimentación, verde Agave","N/A","N/A","No disponible"
"Idocolors - Funda bonita para Kindle Paperwhite de 7 pulgadas de 12ª generación 2024 de Kindle Paperwhite, funda protectora ultrafina y ligera con función de encendido y encendido automático, tulipán","630.46","$63.99","https://m.media-amazon.com/images/I/81j02c4a7iL._AC_UL320_.jpg"
"Funda para Kindle Paperwhite de 6.8 pulgadas de 11ª generación 2021 (modelo NO. M2L3EK / M2L4EK), cubierta trasera de TPU ultra ligera transparente con encendido y apagado automático, gris oscuro","388.57","$39.43","https://m.media-amazon.com/images/I/51bZTGcNXYL._AC_UL320_.jpg"
"enoxboo Funda de 7"" para Kindle Colorsoft Signature Edition 2024 lanzada, Funda Protectora de Cuero PU, Funda para Kindle Paperwhite 12.ª Generación 2024","298.00","$30.24","https://m.media-amazon.com/images/I/71G0RUJ0UxL._AC_UL320_.jpg"
"enoxboo Funda para Kindle de 11.ª Generación (Versión 2024/2022), Funda Inteligente de Piel Sintética, Función de Reposo y Activación Automáticas, Funda Protectora Prémium para Kindle Basic","299.90","$458.98","https://m.media-amazon.com/images/I/81RcvNDNmiL._AC_UL320_.jpg"
