"titulo","precio","precioLista","imagenProducto"
"Funda para Kindle Paperwhite de 7 pulgadas (12ª generación, 2024) con correa de mano, ultra transparente, suave, flexible, transparente, cubierta trasera de TPU transparente con encendido y apagado","399.00","$40.49","https://m.media-amazon.com/images/I/61ikCRkqGlL._AC_UL320_.jpg"
"Yzlvigrous Funda para Kindle Paperwhite 12th Generation/Colorsoft Signature Edition 2024, Caparazón Trasero de TPU Suave con Correa de Mano, Cubierta de 7 Pulgadas con Función de Sueño/Estela","329.00","$33.39","https://m.media-amazon.com/images/I/61dH9lqj2wL._AC_UL320_.jpg"
"Dadanism - Funda acolchada bordada con margaritas para Kindle Paperwhite, Signature Edition, lectores electrónicos de 6 a 7 pulgadas, funda protectora para Oasis/Kobo, azul y blanco","N/A","N/A","No disponible"
"Billionn Funda para Kindle Paperwhite 11ª generación E-Reader (6.8 Pulgadas, 2021) y Kindle Paperwhite Signature Edition, con Correa de Mano y Despertar/Dormir automáticamente, Constelación","399.99","$799.99","https://m.media-amazon.com/images/I/81rCYzHDVbL._AC_UL320_.jpg"
"GSFY - Funda para Kindle Paperwhite de 7 pulgadas de 12ª generación 2024 y Kindle Colorsoft Signature Edition 2024, funda protectora de piel sintética, con ranuras para tarjetas, función atril, color","569.99","$57.85","https://m.media-amazon.com/images/I/81cmMK9Fh-L._AC_UL320_.jpg"
"Sakenitly Funda para Kindle de 6 Pulgadas, 11.ª Generación, 2024/2022, Cubierta Trasera de TPU Ultratransparente, Suave y Ligera con Función de Encendido y Apagado Automáticos","288.00","$488.00","https://m.media-amazon.com/images/I/61Du2MurzOL._AC_UL320_.jpg"
"Sakenitly Funda para Kindle Paperwhite de 5.ª/6.ª/7.ª Generación (Modelo: EY21 y DP75SDI, Versión 2012/2013/2015), con Smart Auto Sleep/Wake Funda Ligera de PU a Prueba de Salpicaduras","289.00","$29.33","https://m.media-amazon.com/images/I/81lwk+OcamL._AC_UL320_.jpg"
"Funda universal para libros electrónicos con visualización de 6 a 6.8 pulgadas o de 7.5 a 5.1 pulgadas de tamaño. Funciona con Kobo, Nook, Kindle, Kindle Paperwhite, Sony, storytel y más.","N/A","N/A","No disponible"
"Strapsicle - Embrague de silicona para Kindle y lectores electrónicos, bolsa multiusos para teléfono, portafolios y llaves, se adapta a Paperwhite de 6.8 pulgadas a 7 pulgadas, Kindle de 6.8 pulgadas","N/A","N/A","No disponible"
"enoxboo Funda de 7 Pulgadas para Kindle Paperwhite 12.ª Generación 2024 y Kindle Colorsoft Signature Edition y Kindle Paperwhite Signature Edition 12.ª Generación, Funda para Kindle Paperwhite","329.00","$504.88","https://m.media-amazon.com/images/I/71814jrCiJL._AC_UL320_.jpg"
"Funda para 7"" Kindle Colorsoft Signature Edition/Kindle Paperwhite (12ª Generación, Liberación 2024)/Kindle Paperwhite Signature Edition 12th, Cubierta con Función de Estela de Sueño Automático","298.00","$573.73","https://m.media-amazon.com/images/I/813ZsKG69gL._AC_UL320_.jpg"
"TiMOVO - Funda Protectora para Kindle Paperwhite y Kindle Colorsoft Signature Edition, Funda Protectora para Kindle E-Reader/Kindle Oasis, Azul Pavo Real","N/A","N/A","No disponible"
"WALNEW - Funda magnética para Kindle Paperwhite de 7 pulgadas de 12ª generación 2024 y Kindle Colorsoft Signature Edition, compatible con iPhone MagSafe, para almohadillas de carga inalámbricas","N/A","N/A","No disponible"
"enoxboo Funda Transparente para Kindle de 6"" de 11.ª Generación, Lanzada en 2024/2022, con Funda de Tela y Cubierta Trasera Flexible de TPU Suave Antiamarilleo, Ultradelgada y Transparente","329.00","$550.78","https://m.media-amazon.com/images/I/81zG-86Ui8L._AC_UL320_.jpg"
"Sakenitly Funda para 7 Pulgadas Kindle Paperwhite 12th Gen 2024 y Kindle Colorsoft Signature Edition, Slim Light Shell Cover con Característica Automática de Atención/sueño","319.00","$458.98","https://m.media-amazon.com/images/I/81glJUzHtOL._AC_UL320_.jpg"
"Sakenitly Funda para Kindle 11 Generation (liberación de 2024 y 2022), Modelo: RS23CV o C2V2L3, Cubierta Inteligente de Cuero PU, Estuche de 6 Pulgadas para Kindle 11th 2024 Release","298.00","$413.09","https://m.media-amazon.com/images/I/71DjEmMBEWL._AC_UL320_.jpg"
"Funda transparente para Kindle de 10ª generación 2019, delgada y suave cubierta trasera de TPU para Kindle de 10ª generación 2019 de 6 pulgadas","291.38","$29.57","https://m.media-amazon.com/images/I/51JjLxG569L._AC_UL320_.jpg"
"Funda para Kindle Paperwhite 12.ª generación 2024/Kindle Colorsoft Signature Edition/Kindle Paperwhite Signature Edition 12.ª generación 2024, Caso de Transparencia Acrílica con Auto Wake/Sleep (4)","369.00","$498.00","https://m.media-amazon.com/images/I/61dIuVY+dbL._AC_UL320_.jpg"
"DATAFY - espátula de páginas para Kindle Paperwhite Oasis Control remoto Clicker para Kindle App para iPad Kindle Accesorios (rosa)","526.37","$53.42","https://m.media-amazon.com/images/I/61s1-P8p7lL._AC_UL320_.jpg"
"Famavala - Carcasa para Amazon Kindle Paperwhite/Signature Edition (12ª generación) y Kindle Colorsoft Signature Edition (1ª generación), compatible con Nook/Boox (Blossoms)","590.37","$59.92","https://m.media-amazon.com/images/I/81vXewmc0xL._AC_UL320_.jpg"
"MoKo - Funda para tablet Amazon Kindle Fire HD 10 y 10 Plus de 10.1 pulgadas (versión 13ª/11ª generación, versión 2023/2021), funda plegable delgada con función de encendido y apagado automático, oro","N/A","N/A","No disponible"
"TiMOVO - Funda Protectora para Tablet de 6 a 7 Pulgadas para Kindle Paperwhite y Kindle Colorsoft Signature Edition, Funda Protectora con Bolsillo para Kindle E-Reader/Kindle Oasis, Flor Verde","N/A","N/A","No disponible"
"Sakenitly Funda para el Lanzamiento de Kindle Paperwhite 10th Generation 2018, Cubierta de 6 Pulgadas con Función de Estela de Sueño Automático, Modelo No. PQ94WIF","288.00","$458.98","https://m.media-amazon.com/images/I/81lwk+OcamL._AC_UL320_.jpg"
"KleverCase - Funda universal para lectores de libros electrónicos Compatible con todas las marcas de lectores electrónicos, incluyendo Kobo, Nook, Kindle Paperwhite (inc 12ª generación y edición de","N/A","N/A","No disponible"
"Sakenitly Caso De Protección para 6 Pulgadas Kindle 11th Gen Lanzado En 2022 (Modelo C2V2L3) - Cubierta Duradera con Estela/sueño Automático Y Correa De Mano","N/A","N/A","No disponible"
"COCFOOKIW Funda para 6"" Kindle Paperwhite 10.ª Generation(Versiones 2018，Modelo PQ94WIF)- Caso de Pie con Automático Despertar/Dormir, Estuche con Adsorción Magnética y Correa de Mano Función","N/A","N/A","No disponible"
"Sakenitly Funda para Kindle de 6 Pulgadas de 11.ª Generación de 2024/2022, Funda Protectora con Ranura para Tarjetas y Correa para la Mano, Funda Protectora Plegable, Modelo n.º RS23CV/C2V2L3","N/A","N/A","No disponible"
"enoxboo Funda para Kindle Paperwhite de 12.ª Generación (versión 2024) y Kindle Colorsoft Signature Edition (Versión 2024), Funda de 7"" con Función de Suspensión y Activación Automáticas","N/A","N/A","No disponible"
"Funda para tablet de 6 a 7 pulgadas para Amazon Fire 7/Kindle Paperwhite de 6 a 6.8 pulgadas, Kindle Paperwhite Signature/Kindle Paperwhite Kids/Kindle 11th 2022/Kindle Kids,Kobo Clara 2E bolsa de","N/A","N/A","No disponible"
"Kepuch 2 Paquetes Vidrio Templado Protector de Pantalla para Kindle Scribe 2024/Kindle Scribe 2022 10.2""","169.96","$17.25","https://m.media-amazon.com/images/I/513ubNI-E5L._AC_UL320_.jpg"
"Kepuch 2 Paquetes Vidrio Templado Protector de Pantalla para Kindle Paperwhite Signature Edition 12th 2024 / Kindle Paperwhite 12th / Kindle Colorsoft Signature Edition 1st 2024 7.0""","249.96","$25.37","https://m.media-amazon.com/images/I/51d23QDYawL._AC_UL320_.jpg"
"Kepuch Custer Funda para Kindle Paperwhite 12th 2024, Paperwhite Signature Edition 12th, Colorsoft Signature Edition 1st,Slim Smart Cover Fundas Carcasa Case Protectora de PU-Cuero - Azul","249.96","$25.37","https://m.media-amazon.com/images/I/61HA5jLwm3L._AC_UL320_.jpg"
"Kepuch 2 Paquetes 280 Cola Gruesa Sin Burbujas Aire Protector de Pantalla para Kindle Paperwhite Signature Edition 12th 2024 / Kindle Colorsoft Signature Edition 1st 2024 / Kindle Paperwhite 12th 7.0""","169.96","$17.25","https://m.media-amazon.com/images/I/518WuVn8N3L._AC_UL320_.jpg"
"Funda para tablet de 6 a 7 pulgadas para Amazon Fire 7/Kindle Paperwhite de 6 a 6.8 pulgadas, Kindle Paperwhite Signature/Kindle Paperwhite Kids/Kindle 11th 2022/Kindle Kids,Kobo Clara 2E bolsa de","428.62","$43.50","https://m.media-amazon.com/images/I/81npB9IypML._AC_UL320_.jpg"
"enoxboo Funda para Kindle Paperwhite de 12.ª Generación (versión 2024) y Kindle Colorsoft Signature Edition (Versión 2024), Funda de 7"" con Función de Suspensión y Activación Automáticas","319.00","$550.78","https://m.media-amazon.com/images/I/81He4e77jTL._AC_UL320_.jpg"
"enoxboo Funda Personalizada para la 11ª Generación del Kindle 2022, Modelo C2V2L3, Funda Duradera con Función de Despertador-Sueño Automático/Graba Tus Recuerdos","359.00","$36.43","https://m.media-amazon.com/images/I/51fGEC72-ML._AC_UL320_.jpg"
"enoxboo Funda Ultradelgada y Liviana para Kindle Paperwhite 12.ª Generación 2024 y Kindle Colorsoft Signature Edition 2024, Cubierta de 7"" con Función de Encendido y Apagado Automático","329.00","$596.68","https://m.media-amazon.com/images/I/819INjr3wTL._AC_UL320_.jpg"
"[2 clips] Remoto para volteador de páginas Kindle Paperwhite Accesorios para Kindle y iPad y Tablet Clip Clicker Recargable","N/A","N/A","No disponible"
"Cargador hecho para todas las tabletas Kindle Fire, Kindle E-Reader, Paperwhite, Oasis, Colorsoft, Scribe, Voyage, Kindle Kids Edition con cable USB tipo C y micro USB de 6.6 pies (listado UL)","N/A","N/A","No disponible"
"Sakenitly Funda para Kindle Paperwhite de 6,8 Pulgadas de 11.ª Generación y Signature Edition (Versión 2021), Bolsa Protectora y Funda Transparente Ligera","290.48","$29.48","https://m.media-amazon.com/images/I/715OxPtgMPL._AC_UL320_.jpg"
"Soporte Estuche para 7"" Kindle Paperwhite 12ª Generación 2024 y 7"" Kindle Colorsoft Edición Firmada, Funda con Automático Sueño/Vigilia y Ranura para Tarjetas y función de Correa de Mano (7)","242.00","$299.00","https://m.media-amazon.com/images/I/51IfnfdGEGL._AC_UL320_.jpg"
"CCOO Funda Kindle Paperwhite - Estuche Protectora Delgada de Cuero Inteligente con Dormir/Despertar Automática para Kindle Paperwhite 10ª Generation 2018 Release, Solo Adecuada para el Modelo PQ94WIF","285.80","$329.00","https://m.media-amazon.com/images/I/71mx5BSVd3L._AC_UL320_.jpg"
"enoxboo Funda para Kindle de 6 Pulgadas de 11.ª Generación de 2024/2022, Funda Protectora con Función de Reposo/Activación Automática, Ranura para Tarjetas y Correa para la Mano","349.00","$573.73","https://m.media-amazon.com/images/I/71hTRipztCL._AC_UL320_.jpg"
"E NET-CASE - Funda protectora para Kindle Scribe (versión 2024/2022) - Funda protectora ligera y rígida con función de encendido automático para Kindle Scribe de 10.2 pulgadas 2024/2022 con soporte","852.92","$86.57","https://m.media-amazon.com/images/I/81nse08D3SL._AC_UL320_.jpg"
"Funda de piel y resistente al agua para Kindle Oasis, color rojo","799.99","$81.19","https://m.media-amazon.com/images/I/81IDfFfX+gL._AC_UL320_.jpg"
"Funda para Kindle de 6 pulgadas (versión 11ª generación-2024), ultra transparente, suave, flexible, transparente, transparente, cubierta trasera de TPU con reposo/activación automática para Kindle","399.00","$40.49","https://m.media-amazon.com/images/I/61AeOkcV9aL._AC_UL320_.jpg"
"El Archivo Prohibido del Vaticano: Verdades enterradas, rituales malditos y el legado oculto que podría cambiar la historia de la humanidad","N/A","N/A","No disponible"
"Lector de Libros Electrónicos 1+8GB Pantalla Táctil LCD a Color de 5 Pulgadas WiFi FM Lector de Libros Digitales Portátil","1,453.00","$147.47","https://m.media-amazon.com/images/I/61rsuZRwX-L._AC_UL320_.jpg"
"Funda ultra transparente para Kindle Vista 11 (6 pulgadas), suave, flexible, cubierta trasera de TPU con reposo/activación automática","399.00","$40.49","https://m.media-amazon.com/images/I/61PAwQvcC2L._AC_UL320_.jpg"
"GVTECH Soporte Universal para Tableta, Ajustable Base de Soporte de Escritorio Compatible con el Nuevo iPad Mini Air, Pro 9.7 10.5 12.9, Kindle, Samsung, Lenovo Tab Otras tabletas, Plateado","121.72","$179.00","https://m.media-amazon.com/images/I/81a6cR6Y1oL._AC_UL320_.jpg"
"ANGO - Estuche Super Suave para Kinlde de 6"" para E-Reader/E-Book/Smartphone, Mini Funda Protectora a Prueba de Golpes para Kindle de hasta 6"" (Gris)","159.00","$16.13","https://m.media-amazon.com/images/I/51miYti0bVL._AC_UL320_.jpg"
"Funda delgada para tablet Amazon Kindle Fire HD 10 y 10 Plus (versión 13ª/11ª generación 2023/2021), piel sintética con soporte triple, parte trasera transparente, doble ángulo, carcasa con encendido","N/A","N/A","No disponible"
"Soporte Funda para 7"" Kindle Paperwhite 12ª Generación 2024 y 7"" Kindle Colorsoft Edición Firmada, Estuche con Automático Sueño/Vigilia y Ranura para tarjetas y función de correa de mano (15)","299.00","$30.34","https://m.media-amazon.com/images/I/712GNE5-eEL._AC_UL320_.jpg"
"Sakenitly Funda para Kindle Paperwhite 12th Generation 2024 y Kindle Colorsoft Signature Edition - Manga de Cubierta con Ranura para Tarjetas y Correa de Mano, Cubierta Protectora Plegable","329.00","$499.00","https://m.media-amazon.com/images/I/71hTRipztCL._AC_UL320_.jpg"
"CoBak - Funda ligera con soporte para Kindle Paperwhite de 7 pulgadas de 12ª generación 2024 y Kindle Colorsoft con correa para la mano derecha, compatible con iPhone MagSafe, para almohadillas para","N/A","N/A","No disponible"
"Funda para Kindle [10ª generación 2019] – con correa de mano (no compatible con Kindle Paperwhite o Kindle Oasis)","284.54","$28.88","https://m.media-amazon.com/images/I/71orbkmf52L._AC_UL320_.jpg"
"UMUBUHOMS - Funda para Kindle Oasis con doble mano y soporte para Kindle Oasis de 7 pulgadas (10ª generación, 2019 y 9ª generación, 2017) Auto Sleep & Wake/cierre magnético (azul oscuro)","1,037.61","$105.31","https://m.media-amazon.com/images/I/71-JXLEC-BL._AC_UL320_.jpg"
"Cameron Sino - Batería para Amazon DP75SDI, Kindle Paperwhite 2013, Kindle Paperwhite 6 2015, Kindle Paperwhite 6 Gen, Kindle Touch 3G 6 pulgadas 2013, Kindle Touch 6 pulgadas 2013","289.64","$29.39","https://m.media-amazon.com/images/I/41x6MCSb7KL._AC_UL320_.jpg"
"Kefotic - Soporte para tablet de cuello de cisne para lectura Kindle en la cama con mando a distancia para volteador de páginas, computadora manos libres, soporte de brazo perezoso para accesorios","1,257.47","$127.63","https://m.media-amazon.com/images/I/61+dqCLLNbL._AC_UL320_.jpg"
"Joyppy 152 - Pegatinas de libro de romance oscuro para Kindle, adulto, lectura de libros picantes, accesorios de libros, regalos","N/A","N/A","No disponible"
"Funda de TPU suave para Kindle Paperwhite de 7ª generación de 2015 solo para Kindle Paperwhite de 7ª generación – Auto Sleep and Wake– Funda inteligente de piel sintética de alta calidad con correa de mano para Kindle Paperwhite 2015 de 6 pulgadas (Sky)","399.00","$40.49","https://m.media-amazon.com/images/I/81dmUzBXGZL._AC_UL320_.jpg"
"CoBak - Funda con soporte para Kindle Paperwhite de 7 pulgadas de 12ª generación 2024 y Kindle Colorsoft con correa de mano, compatible con iPhone MagSafe, para almohadillas para orejas de carga","N/A","N/A","No disponible"
"Funda de diamante para Kindle transparente de 10ª generación (2019), no amarillea, protección militar contra caídas pero no voluminosa, funda rígida para Kindle de 10ª generación 2019","210.00","$21.31","https://m.media-amazon.com/images/I/41BkVDogVgL._AC_UL320_.jpg"
"Cameron Sino - Batería para Amazon Kindle Paperwhite 10th Generat, Kindle Paperwhite 4 10th Gener, Kindle Paperwhite 4 2018, PQ94WIF","472.45","$47.95","https://m.media-amazon.com/images/I/51UKKaRzfsL._AC_UL320_.jpg"
"Funda transparente y flexible para Kindle Paperwhite de 6 pulgadas (10ª generación-2018) - Ultra suaves, reposo/activación automática","399.00","$40.49","https://m.media-amazon.com/images/I/61AeOkcV9aL._AC_UL320_.jpg"
"Funda magnética inteligente para Amazon Kindle Paperwhite 4 para Kindle 2018 de 10ª generación, funda de tela para Kindle (rosa)","304.44","$30.90","https://m.media-amazon.com/images/I/51sRC2JVMdL._AC_UL320_.jpg"
"3 dijes para Kindle, color rosa con lazo compatible con Kindle con puerto de carga tipo C, regalo coquette para amantes de libros, lectores, hombres, mujeres, profesores, estudiantes, accesorios para","199.00","$20.19","https://m.media-amazon.com/images/I/51bK4tLyovL._AC_UL320_.jpg"
"HoYiXi - Funda universal para lector de libros electrónicos de 6 a 6.8 pulgadas, compatible con Kindle Paperwhite/6 pulgadas, nuevo Kindle 2022 y 2019/Kobo Clara HD/Kobo Clara 2E, funda protectora","N/A","N/A","No disponible"
"COCFOOKIW Funda para 6"" Kindle 11ª Generación 2022/2024, Modelo: RS23CV/C2V2L3，Cáscara Blanda Transparente Blanda Estuche con Función de Reposo/Activación Automática (1)","299.00","$30.34","https://m.media-amazon.com/images/I/61Du2MurzOL._AC_UL320_.jpg"
"La biblioteca de la medianoche","N/A","N/A","No disponible"
"HGWALP - Funda Universal para lectores electrónicos de 6 Pulgadas, Funda de Piel con Correa de Mano, Compatible con Todos los Libros de composición de","N/A","N/A","No disponible"
"TOPOST Funda Compatible con Kindle Paperwhite 6.8 Pulgadas 11ª Generacion 2021 y Signature Edition All-New con Función Auto Sleep Wake (Negro)","229.00","$23.24","https://m.media-amazon.com/images/I/81bSwHXywXL._AC_UL320_.jpg"
"enoxboo Funda de 6'' para Kindle de 11.ª generación, Lanzamiento en 2022/2024, Modelo: RS23CV o C2V2L3, Funda con Correa para la Mano y Función de Encendido y Apagado Automático","319.00","$413.09","https://m.media-amazon.com/images/I/81CCOCJN3XL._AC_UL320_.jpg"
"Dadanism - Funda acolchada de 6 a 7 pulgadas para Kindle Colorsoft Signature Edition y Kindle Paperwhite, funda protectora para transporte K-indle/K-indle Oasis/Kobo de 6 pulgadas, color frambuesa","N/A","N/A","No disponible"
"Moguri 60 pegatinas de libro rosa para Kindle, pegatinas para Kindle, pegatinas aesthetic Kindle, regalos de libros para mujeres, niñas, amantes de los libros, regalos para adultos","N/A","N/A","No disponible"
"QPHWHFQ Funda para Kindle Paperwhite 11th Generation 2021, Kindle Case para 11th de 6.8 Pulgadas, con la Función Auto Sleep Wake, Funda con Soporte Plegable, con Magnetismo(Cielo Estrellado)","299.90","$469.00","https://m.media-amazon.com/images/I/71XGTMoiYiL._AC_UL320_.jpg"
"Funda para Kindle de 11ª generación de 6 pulgadas, funda protectora de gel TPU de ajuste delgado para Kindle 2022 (rosa)","299.00","$30.34","https://m.media-amazon.com/images/I/51Uf-8dUUoL._AC_UL320_.jpg"
"Dadanism - Funda acolchada de 6 a 7 pulgadas para Kindle Colorsoft Signature Edition y Kindle Paperwhite, funda protectora de transporte para Kindle Kindle Oasis/Kobo de 6 pulgadas, color verde Matcha","N/A","N/A","No disponible"
"Chineestyle Funda de diamante para Kindle Oasis 3/2 (2019/2017), no amarillea, protección militar contra caídas pero no voluminosa, funda rígida delgada para Kindle Oasis de 3 generación 2019","299.00","$30.34","https://m.media-amazon.com/images/I/414k8Sig57L._AC_UL320_.jpg"
"LISEN Soporte para Tablet 360° Metálico Base para iPad Stand de Escritoric Ajustable Soporte para Celular and Kindle, Compatible con iPhone/iPad-Mini Pro Air/Gataxy Tab/Lenovo Tab/Kindle Accesorios","329.00","$499.00","https://m.media-amazon.com/images/I/81yppBGNuvL._AC_UL320_.jpg"
"enoxboo Funda para Kindle Paperwhite y Kindle Colorsoft Signature Edition 2024 - Funda de PU Ligera y Delgada con Función de Suspensión/Activación Automática, 7 Pulgadas","329.00","$458.98","https://m.media-amazon.com/images/I/51iR148vFEL._AC_UL320_.jpg"
"Kepuch Custer Funda para Kindle Paperwhite 12th 2024, Paperwhite Signature Edition 12th, Colorsoft Signature Edition 1st,Slim Smart Cover Fundas Carcasa Case Protectora de PU-Cuero - Negro","249.96","$25.37","https://m.media-amazon.com/images/I/6182F+d1LNL._AC_UL320_.jpg"
"ZCGOINGTECH Paquete de 2 Mica Protectores de Pantalla Transparentes HD para Kindle Paperwhite 12.a Generación 2024 y Kindle Colorsoft Signature Edition (7 Pulgadas)","229.00","$23.24","https://m.media-amazon.com/images/I/41bLM3l-XaL._AC_UL320_.jpg"
"CS - Batería de repuesto para Amazon D01400, Kindle Fire","584.82","$59.35","https://m.media-amazon.com/images/I/716FKufb7xL._AC_UL320_.jpg"
"CS - Batería de repuesto para Amazon Kindle Voyage, NM460GZ","422.65","$42.89","https://m.media-amazon.com/images/I/519c9WahazL._AC_UL320_.jpg"
"Funda magnética inteligente para Amazon Kindle Paperwhite 4 para Kindle 2018 de 10ª generación, funda de tela para Kindle (rosa)","304.44","$30.90","https://m.media-amazon.com/images/I/51sRC2JVMdL._AC_UL320_.jpg"
"3 dijes para Kindle, color rosa con lazo compatible con Kindle con puerto de carga tipo C, regalo coquette para amantes de libros, lectores, hombres, mujeres, profesores, estudiantes, accesorios para","199.00","$20.19","https://m.media-amazon.com/images/I/51bK4tLyovL._AC_UL320_.jpg"
"HoYiXi - Funda universal para lector de libros electrónicos de 6 a 6.8 pulgadas, compatible con Kindle Paperwhite/6 pulgadas, nuevo Kindle 2022 y 2019/Kobo Clara HD/Kobo Clara 2E, funda protectora","N/A","N/A","No disponible"
"COCFOOKIW Funda para 6"" Kindle 11ª Generación 2022/2024, Modelo: RS23CV/C2V2L3，Cáscara Blanda Transparente Blanda Estuche con Función de Reposo/Activación Automática (1)","299.00","$30.34","https://m.media-amazon.com/images/I/61Du2MurzOL._AC_UL320_.jpg"
"HGWALP - Funda Universal para lectores electrónicos de 6 Pulgadas, Funda de Piel con Correa de Mano, Compatible con Todos los Libros de composición de","N/A","N/A","No disponible"
"TOPOST Funda Compatible con Kindle Paperwhite 6.8 Pulgadas 11ª Generacion 2021 y Signature Edition All-New con Función Auto Sleep Wake (Negro)","229.00","$23.24","https://m.media-amazon.com/images/I/81bSwHXywXL._AC_UL320_.jpg"
"enoxboo Funda de 6'' para Kindle de 11.ª generación, Lanzamiento en 2022/2024, Modelo: RS23CV o C2V2L3, Funda con Correa para la Mano y Función de Encendido y Apagado Automático","319.00","$413.09","https://m.media-amazon.com/images/I/81CCOCJN3XL._AC_UL320_.jpg"
"Dadanism - Funda acolchada de 6 a 7 pulgadas para Kindle Colorsoft Signature Edition y Kindle Paperwhite, funda protectora para transporte K-indle/K-indle Oasis/Kobo de 6 pulgadas, color frambuesa","N/A","N/A","No disponible"
"Moguri 60 pegatinas de libro rosa para Kindle, pegatinas para Kindle, pegatinas aesthetic Kindle, regalos de libros para mujeres, niñas, amantes de los libros, regalos para adultos","N/A","N/A","No disponible"
"QPHWHFQ Funda para Kindle Paperwhite 11th Generation 2021, Kindle Case para 11th de 6.8 Pulgadas, con la Función Auto Sleep Wake, Funda con Soporte Plegable, con Magnetismo(Cielo Estrellado)","299.90","$469.00","https://m.media-amazon.com/images/I/71XGTMoiYiL._AC_UL320_.jpg"
"Funda para Kindle de 11ª generación de 6 pulgadas, funda protectora de gel TPU de ajuste delgado para Kindle 2022 (rosa)","299.00","$30.34","https://m.media-amazon.com/images/I/51Uf-8dUUoL._AC_UL320_.jpg"
"Dadanism - Funda acolchada de 6 a 7 pulgadas para Kindle Colorsoft Signature Edition y Kindle Paperwhite, funda protectora de transporte para Kindle Kindle Oasis/Kobo de 6 pulgadas, color verde Matcha","N/A","N/A","No disponible"
"Chineestyle Funda de diamante para Kindle Oasis 3/2 (2019/2017), no amarillea, protección militar contra caídas pero no voluminosa, funda rígida delgada para Kindle Oasis de 3 generación 2019","299.00","$30.34","https://m.media-amazon.com/images/I/414k8Sig57L._AC_UL320_.jpg"
"LISEN Soporte para Tablet 360° Metálico Base para iPad Stand de Escritoric Ajustable Soporte para Celular and Kindle, Compatible con iPhone/iPad-Mini Pro Air/Gataxy Tab/Lenovo Tab/Kindle Accesorios","329.00","$499.00","https://m.media-amazon.com/images/I/81yppBGNuvL._AC_UL320_.jpg"
"El Evangelio Perdido del Vaticano: María Magdalena, el hijo oculto y la verdad que el Papa jamás admitiría","N/A","N/A","No disponible"
"enoxboo Funda para Kindle Paperwhite y Kindle Colorsoft Signature Edition 2024 - Funda de PU Ligera y Delgada con Función de Suspensión/Activación Automática, 7 Pulgadas","329.00","$458.98","https://m.media-amazon.com/images/I/51iR148vFEL._AC_UL320_.jpg"
"Volteador de página con control remoto RF para Kindle Paperwhite, visualización de alimentación, volteador de página remoto para teléfono, iPad, iOS, Android, tabletas, lectura, novelas, tomar, rosa","N/A","N/A","No disponible"
"Anillo de Control Remoto con aplicación Kindle, Cambio de página, Anillo igente, Libro electrónico, Novela, Cambio de página, Voz, Anillo igente portátil Negro N.º 11-73 mm","461.39","$46.83","https://m.media-amazon.com/images/I/515qLt4WH3L._AC_UL320_.jpg"